1.0000e+01   3.1478e-02
2.0000e+01   6.1043e-02
2.9000e+01   8.9391e-02
5.1000e+01   1.5610e-01
6.9000e+01   2.0593e-01
9.9000e+01   2.8970e-01
1.9700e+02   5.1146e-01
2.8900e+02   6.4769e-01
5.0500e+02   8.2342e-01
6.8800e+02   8.8587e-01
9.9400e+02   9.3478e-01
1.9640e+03   9.7641e-01
2.9400e+03   9.8556e-01
5.0700e+03   9.9471e-01
6.9200e+03   9.9659e-01
1.0010e+04   1.0079e+00
