1.0000e+01   1.0052e+00
2.0000e+01   1.0000e+00
2.9000e+01   9.9478e-01
5.1000e+01   9.8432e-01
6.9000e+01   9.7208e-01
9.9000e+01   9.5113e-01
1.9700e+02   8.4480e-01
2.8900e+02   7.4377e-01
5.0500e+02   5.4595e-01
6.8800e+02   4.3841e-01
9.9400e+02   3.2609e-01
1.9640e+03   1.7786e-01
2.9400e+03   1.2473e-01
5.0700e+03   7.6367e-02
6.9200e+03   5.8191e-02
1.0010e+04   3.9590e-02
